gene_symbol	ensembl_gene_id	disease	association_score	evidence_count
PTPN6	ENSG00000111679	obesity	0.051911	13
PTPN6	ENSG00000111679	type_2_diabetes	0.023425	8
PTPN7	ENSG00000143851	obesity	0.024312	1
PTPN7	ENSG00000143851	type_2_diabetes	0.007956	2
PTPN9	ENSG00000169410	type_2_diabetes	0.200997	26
PTPRA	ENSG00000132670	mash	0.011101	1
PTPRA	ENSG00000132670	obesity	0.073368	5
PTPRA	ENSG00000132670	type_2_diabetes	0.001480	1
PTPRB	ENSG00000127329	mash	0.011101	1
PTPRB	ENSG00000127329	obesity	0.002220	1
PTPRB	ENSG00000127329	type_2_diabetes	0.041660	9
PTPRC	ENSG00000081237	mash	0.042973	35
PTPRC	ENSG00000081237	nafld	0.068358	41
PTPRC	ENSG00000081237	obesity	0.011662	49
PTPRC	ENSG00000081237	type_2_diabetes	0.057559	51
PTPRCAP	ENSG00000213402	obesity	0.002960	1
PTPRD	ENSG00000153707	mash	0.004440	1
PTPRD	ENSG00000153707	nafld	0.017371	3
PTPRD	ENSG00000153707	obesity	0.027292	12
PTPRD	ENSG00000153707	type_2_diabetes	0.332381	36
PTPRE	ENSG00000132334	obesity	0.004420	3
PTPRF	ENSG00000142949	obesity	0.009675	5
PTPRF	ENSG00000142949	type_2_diabetes	0.011196	6
PTPRG	ENSG00000144724	mash	0.003700	1
PTPRG	ENSG00000144724	nafld	0.008511	2
PTPRG	ENSG00000144724	obesity	0.035172	4
PTPRG	ENSG00000144724	type_2_diabetes	0.429308	15
PTPRJ	ENSG00000149177	obesity	0.028115	8
PTPRJ	ENSG00000149177	type_2_diabetes	0.240086	4
PTPRK	ENSG00000152894	nafld	0.001480	1
PTPRK	ENSG00000152894	obesity	0.055668	3
PTPRM	ENSG00000173482	obesity	0.001480	1
PTPRM	ENSG00000173482	type_2_diabetes	0.306960	3
PTPRN	ENSG00000054356	obesity	0.063008	5
PTPRN	ENSG00000054356	type_2_diabetes	0.057112	39
PTPRN2	ENSG00000155093	nafld	0.006475	2
PTPRN2	ENSG00000155093	obesity	0.003186	8
PTPRN2	ENSG00000155093	type_2_diabetes	0.056030	14
PTPRO	ENSG00000151490	mash	0.081272	4
PTPRO	ENSG00000151490	nafld	0.023127	2
PTPRO	ENSG00000151490	obesity	0.027914	6
PTPRQ	ENSG00000139304	obesity	0.002775	2
PTPRQ	ENSG00000139304	type_2_diabetes	0.264927	2
PTPRR	ENSG00000153233	obesity	0.004255	2
PTPRR	ENSG00000153233	type_2_diabetes	0.273830	21
PTPRS	ENSG00000105426	obesity	0.005160	3
PTPRS	ENSG00000105426	type_2_diabetes	0.007614	5
PTPRT	ENSG00000196090	obesity	0.323630	11
PTPRT	ENSG00000196090	type_2_diabetes	0.292950	5
PTPRU	ENSG00000060656	mash	0.037956	5
PTPRU	ENSG00000060656	nafld	0.023918	5
PTPRU	ENSG00000060656	obesity	0.036210	55
PTPRU	ENSG00000060656	type_2_diabetes	0.021958	43
PTPRVP	ENSG00000243323	obesity	0.004386	5
PTPRVP	ENSG00000293457	obesity	0.004386	5
PTPRVP	ENSG00000243323	type_2_diabetes	0.002220	1
PTPRVP	ENSG00000293457	type_2_diabetes	0.002220	1
PTPRZ1	ENSG00000106278	obesity	0.002590	2
PTPRZ1	ENSG00000106278	type_2_diabetes	0.001480	1
PTRH1	ENSG00000187024	type_2_diabetes	0.002960	1
PTRH2	ENSG00000141378	type_2_diabetes	0.142186	1
PTRHD1	ENSG00000184924	obesity	0.022934	1
PTS	ENSG00000150787	mash	0.014061	2
PTS	ENSG00000150787	nafld	0.008305	4
PTS	ENSG00000150787	obesity	0.009621	37
PTS	ENSG00000150787	type_2_diabetes	0.012494	23
PTTG1	ENSG00000164611	nafld	0.001480	1
PTTG1	ENSG00000164611	obesity	0.038172	3
PTTG1IP2	ENSG00000251154	type_2_diabetes	0.216771	1
PTTG2	ENSG00000250254	obesity	0.038172	2
PTTG3P	ENSG00000213005	nafld	0.007400	1
PTTG3P	ENSG00000213005	obesity	0.038172	2
PTX3	ENSG00000163661	mash	0.085961	20
PTX3	ENSG00000163661	nafld	0.101320	29
PTX3	ENSG00000163661	obesity	0.072046	95
PTX3	ENSG00000163661	type_2_diabetes	0.092507	38
PUDP	ENSG00000130021	obesity	0.002220	1
PUM1	ENSG00000134644	nafld	0.052544	1
PUM1	ENSG00000134644	obesity	0.004440	1
PUM1	ENSG00000134644	type_2_diabetes	0.003700	1
PUM2	ENSG00000055917	nafld	0.011841	1
PUM2	ENSG00000055917	obesity	0.007400	1
PUM3	ENSG00000080608	type_2_diabetes	0.011101	1
PURA	ENSG00000185129	nafld	0.002960	1
PURA	ENSG00000185129	obesity	0.066986	1
PURA	ENSG00000185129	type_2_diabetes	0.003700	1
PURB	ENSG00000146676	obesity	0.031822	2
PURB	ENSG00000146676	type_2_diabetes	0.004810	2
PURG	ENSG00000172733	obesity	0.104842	1
PURG	ENSG00000172733	type_2_diabetes	0.195564	7
PUS1	ENSG00000177192	mash	0.002960	1
PUS1	ENSG00000177192	nafld	0.009991	2
PUS10	ENSG00000162927	type_2_diabetes	0.240065	4
PUS7L	ENSG00000129317	mash	0.001480	1
PVALB	ENSG00000100362	obesity	0.062207	7
PVALB	ENSG00000100362	type_2_diabetes	0.009836	4
PVALEF	ENSG00000225180	obesity	0.031401	3
PVR	ENSG00000073008	obesity	0.042738	2
PVR	ENSG00000073008	type_2_diabetes	0.009806	2
PVT1	ENSG00000249859	mash	0.013321	1
PVT1	ENSG00000249859	nafld	0.078006	9
PVT1	ENSG00000249859	obesity	0.006758	4
PVT1	ENSG00000249859	type_2_diabetes	0.029015	20
PWAR1	ENSG00000279050	mash	0.009785	3
PWAR1	ENSG00000279050	nafld	0.017283	4
PWAR1	ENSG00000279050	obesity	0.018508	6
PWAR1	ENSG00000279050	type_2_diabetes	0.038516	11
PWP1	ENSG00000136045	obesity	0.114371	2
PWRN1	ENSG00000259905	obesity	0.001480	1
PWWP2B	ENSG00000171813	obesity	0.003700	1
PWWP2B	ENSG00000171813	type_2_diabetes	0.050272	1
PWWP3A	ENSG00000160953	mash	0.002220	1
PXDN	ENSG00000130508	nafld	0.055134	2
PXDN	ENSG00000130508	obesity	0.320324	6
PXDN	ENSG00000130508	type_2_diabetes	0.011129	5
PXDNL	ENSG00000147485	obesity	0.047501	1
PXK	ENSG00000168297	type_2_diabetes	0.210431	4
PXMP4	ENSG00000101417	obesity	0.002590	2
PXMP4	ENSG00000101417	type_2_diabetes	0.313684	2
PXN	ENSG00000089159	obesity	0.002960	1
PXN	ENSG00000089159	type_2_diabetes	0.017391	2
PXYLP1	ENSG00000155893	type_2_diabetes	0.021178	1
PYCARD	ENSG00000103490	mash	0.053457	34
PYCARD	ENSG00000103490	nafld	0.019792	22
PYCARD	ENSG00000103490	obesity	0.050093	38
PYCARD	ENSG00000103490	type_2_diabetes	0.081007	24
PYCR1	ENSG00000183010	obesity	0.001480	1
PYCR1	ENSG00000183010	type_2_diabetes	0.001480	1
PYDC2	ENSG00000253548	obesity	0.001480	1
PYGB	ENSG00000100994	obesity	0.127735	1
PYGB	ENSG00000100994	type_2_diabetes	0.005160	3
PYGL	ENSG00000100504	mash	0.002960	1
PYGL	ENSG00000100504	nafld	0.008141	2
PYGL	ENSG00000100504	obesity	0.032281	4
PYGL	ENSG00000100504	type_2_diabetes	0.006575	7
PYGM	ENSG00000068976	nafld	0.009621	1
PYGM	ENSG00000068976	type_2_diabetes	0.001480	1
PYGO1	ENSG00000171016	mash	0.001480	1
PYGO1	ENSG00000171016	nafld	0.005067	4
PYGO2	ENSG00000163348	obesity	0.002590	2
PYHIN1	ENSG00000163564	nafld	0.003700	1
PYM1	ENSG00000170473	obesity	0.003700	1
PYROXD2	ENSG00000119943	obesity	0.002220	1
PYROXD2	ENSG00000119943	type_2_diabetes	0.023970	2
PYY	ENSG00000131096	mash	0.003700	1
PYY	ENSG00000131096	nafld	0.017423	11
PYY	ENSG00000131096	obesity	0.131239	420
PYY	ENSG00000131096	type_2_diabetes	0.047805	132
PYY3	ENSG00000181977	nafld	0.010361	1
PYY3	ENSG00000181977	obesity	0.066326	24
PYY3	ENSG00000181977	type_2_diabetes	0.001480	1
PZP	ENSG00000126838	mash	0.004070	2
PZP	ENSG00000126838	nafld	0.009590	4
PZP	ENSG00000126838	obesity	0.027084	4
PZP	ENSG00000126838	type_2_diabetes	0.028253	5
QARS1	ENSG00000172053	obesity	0.021308	1
QKI	ENSG00000112531	obesity	0.012121	6
QKI	ENSG00000112531	type_2_diabetes	0.376547	12
QNG1	ENSG00000165118	type_2_diabetes	0.062311	1
QPCT	ENSG00000115828	nafld	0.008511	2
QPCT	ENSG00000115828	obesity	0.001480	1
QPCT	ENSG00000115828	type_2_diabetes	0.005047	4
QPCTL	ENSG00000011478	obesity	0.062782	2
QPCTL	ENSG00000011478	type_2_diabetes	0.050883	3
QPRT	ENSG00000103485	mash	0.003700	1
QRFP	ENSG00000188710	obesity	0.048551	2
QRFP	ENSG00000188710	type_2_diabetes	0.038858	2
QRFPR	ENSG00000186867	obesity	0.315289	7
QRICH2	ENSG00000129646	obesity	0.033006	2
QRSL1	ENSG00000130348	obesity	0.001480	1
QRSL1	ENSG00000130348	type_2_diabetes	0.023435	4
QSER1	ENSG00000060749	obesity	0.001480	1
QSER1	ENSG00000060749	type_2_diabetes	0.439085	11
QSOX1	ENSG00000116260	nafld	0.016322	3
QSOX1	ENSG00000116260	obesity	0.004512	4
QSOX2	ENSG00000165661	type_2_diabetes	0.244877	2
QTGAL	ENSG00000175711	obesity	0.001850	2
QTGAL	ENSG00000175711	type_2_diabetes	0.011255	4
QTMAN	ENSG00000121964	obesity	0.005180	1
R3HDM1	ENSG00000048991	obesity	0.234121	3
R3HDM1	ENSG00000048991	type_2_diabetes	0.026529	1
R3HDM2	ENSG00000179912	type_2_diabetes	0.027793	1
R3HDML	ENSG00000101074	type_2_diabetes	0.064804	11
RAB10	ENSG00000084733	obesity	0.002220	1
RAB10	ENSG00000084733	type_2_diabetes	0.035646	3
RAB11A	ENSG00000103769	mash	0.002590	2
RAB11A	ENSG00000103769	nafld	0.001480	1
RAB11A	ENSG00000103769	obesity	0.008852	5
RAB11A	ENSG00000103769	type_2_diabetes	0.003772	4
RAB11B	ENSG00000185236	type_2_diabetes	0.167064	1
RAB11FIP4	ENSG00000131242	type_2_diabetes	0.372619	10
RAB14	ENSG00000119396	mash	0.014595	3
RAB14	ENSG00000119396	nafld	0.002940	3
RAB14	ENSG00000119396	obesity	0.005242	3
RAB14	ENSG00000119396	type_2_diabetes	0.019213	5
RAB18	ENSG00000099246	nafld	0.017391	2
RAB18	ENSG00000099246	obesity	0.021988	10
RAB18	ENSG00000099246	type_2_diabetes	0.011080	3
RAB19	ENSG00000146955	type_2_diabetes	0.219266	1
RAB1A	ENSG00000138069	mash	0.011101	1
RAB1A	ENSG00000138069	nafld	0.018501	1
RAB1A	ENSG00000138069	type_2_diabetes	0.078389	14
RAB20	ENSG00000139832	obesity	0.003700	1
RAB21	ENSG00000080371	obesity	0.007771	2
RAB21	ENSG00000080371	type_2_diabetes	0.027626	3
RAB22A	ENSG00000124209	nafld	0.002220	1
RAB22A	ENSG00000124209	obesity	0.001480	1
RAB23	ENSG00000112210	obesity	0.011160	12
RAB24	ENSG00000169228	nafld	0.005972	4
RAB24	ENSG00000169228	type_2_diabetes	0.060433	2
RAB26	ENSG00000167964	nafld	0.020721	1
RAB27A	ENSG00000069974	mash	0.003495	3
RAB27A	ENSG00000069974	nafld	0.001480	1
RAB27A	ENSG00000069974	obesity	0.006323	6
RAB27A	ENSG00000069974	type_2_diabetes	0.010359	7
RAB27B	ENSG00000041353	nafld	0.003700	1
RAB27B	ENSG00000041353	obesity	0.383248	4
RAB29	ENSG00000117280	obesity	0.188797	4
RAB29	ENSG00000117280	type_2_diabetes	0.392686	4
RAB2A	ENSG00000104388	nafld	0.015911	2
RAB2A	ENSG00000104388	obesity	0.010176	2
RAB2B	ENSG00000129472	type_2_diabetes	0.245637	1
RAB30	ENSG00000137502	type_2_diabetes	0.181498	1
RAB31	ENSG00000168461	mash	0.003700	1
RAB31	ENSG00000168461	type_2_diabetes	0.001480	1
RAB33B	ENSG00000172007	type_2_diabetes	0.019283	1
RAB34	ENSG00000109113	obesity	0.037002	1
RAB35	ENSG00000111737	type_2_diabetes	0.003495	3
RAB37	ENSG00000172794	obesity	0.001480	1
RAB37	ENSG00000172794	type_2_diabetes	0.009813	5
RAB3A	ENSG00000105649	obesity	0.054704	2
RAB3A	ENSG00000105649	type_2_diabetes	0.006376	8
RAB3C	ENSG00000152932	type_2_diabetes	0.279391	1
RAB3GAP1	ENSG00000115839	obesity	0.195073	2
RAB3GAP1	ENSG00000115839	type_2_diabetes	0.048920	3
RAB3IL1	ENSG00000167994	obesity	0.001480	1
RAB3IP	ENSG00000127328	type_2_diabetes	0.001480	1
RAB40A	ENSG00000172476	obesity	0.048097	1
RAB40AL	ENSG00000102128	type_2_diabetes	0.001480	1
RAB40B	ENSG00000141542	mash	0.011913	4
RAB40B	ENSG00000141542	nafld	0.012172	7
RAB40B	ENSG00000141542	obesity	0.008994	14
RAB40B	ENSG00000141542	type_2_diabetes	0.008480	4
RAB40C	ENSG00000197562	type_2_diabetes	0.001480	1
RAB4A	ENSG00000168118	obesity	0.003700	1
RAB4A	ENSG00000168118	type_2_diabetes	0.002220	1
RAB4B	ENSG00000167578	obesity	0.004975	3
RAB5A	ENSG00000144566	obesity	0.010155	4
RAB5A	ENSG00000144566	type_2_diabetes	0.012344	4
RAB5B	ENSG00000111540	obesity	0.003700	1
RAB5B	ENSG00000111540	type_2_diabetes	0.021492	6
RAB6A	ENSG00000175582	nafld	0.001480	1
RAB6A	ENSG00000175582	obesity	0.004440	1
RAB6C	ENSG00000222014	type_2_diabetes	0.170039	1
RAB6D	ENSG00000233087	obesity	0.024139	1
RAB7A	ENSG00000075785	nafld	0.012261	5
RAB7A	ENSG00000075785	obesity	0.003032	4
RAB7A	ENSG00000075785	type_2_diabetes	0.008413	4
RAB7B	ENSG00000276600	mash	0.012581	1
RAB7B	ENSG00000276600	nafld	0.011188	4
RAB7B	ENSG00000276600	obesity	0.003032	4
RAB8A	ENSG00000167461	nafld	0.003330	2
RAB8A	ENSG00000167461	obesity	0.002590	2
RAB8A	ENSG00000167461	type_2_diabetes	0.003330	2
RAB9A	ENSG00000123595	obesity	0.004995	2
RAB9A	ENSG00000123595	type_2_diabetes	0.003700	1
RABEP1	ENSG00000029725	obesity	0.051849	1
RABEP1	ENSG00000029725	type_2_diabetes	0.011101	1
RABEP2	ENSG00000177548	obesity	0.034315	5
RABEP2	ENSG00000177548	type_2_diabetes	0.028632	3
RABEPK	ENSG00000136933	obesity	0.001480	1
RABEPK	ENSG00000136933	type_2_diabetes	0.014801	1
RABGAP1	ENSG00000011454	nafld	0.005180	1
RABGAP1	ENSG00000011454	obesity	0.002220	1
RABGAP1	ENSG00000011454	type_2_diabetes	0.247347	7
RABGAP1L	ENSG00000152061	mash	0.014585	4
RABGAP1L	ENSG00000152061	nafld	0.009302	4
RABGAP1L	ENSG00000152061	obesity	0.116744	3
RABGAP1L	ENSG00000152061	type_2_diabetes	0.007400	1
RABGEF1	ENSG00000154710	mash	0.008583	4
RABGEF1	ENSG00000154710	nafld	0.010135	13
RABGEF1	ENSG00000154710	obesity	0.045535	27
RABGEF1	ENSG00000154710	type_2_diabetes	0.010596	17
RAC1	ENSG00000136238	mash	0.004965	4
RAC1	ENSG00000136238	nafld	0.010412	4
RAC1	ENSG00000136238	obesity	0.036656	20
RAC1	ENSG00000136238	type_2_diabetes	0.044606	37
RAC2	ENSG00000128340	mash	0.008572	3
RAC2	ENSG00000128340	nafld	0.004440	1
RAC2	ENSG00000128340	obesity	0.003700	1
RAC2	ENSG00000128340	type_2_diabetes	0.004790	3
RAC3	ENSG00000169750	type_2_diabetes	0.002960	1
RACGAP1	ENSG00000161800	obesity	0.003700	1
RACGAP1	ENSG00000161800	type_2_diabetes	0.007030	2
RACK1	ENSG00000204628	mash	0.011101	1
RACK1	ENSG00000204628	nafld	0.004070	2
RACK1	ENSG00000204628	obesity	0.005365	2
RACK1	ENSG00000204628	type_2_diabetes	0.005550	2
RAD1	ENSG00000113456	type_2_diabetes	0.009816	4
RAD18	ENSG00000070950	type_2_diabetes	0.007400	1
RAD21	ENSG00000164754	nafld	0.004625	2
RAD21	ENSG00000164754	obesity	0.004420	3
RAD21	ENSG00000164754	type_2_diabetes	0.028589	3
RAD23A	ENSG00000179262	obesity	0.007956	3
RAD23A	ENSG00000179262	type_2_diabetes	0.056847	3
RAD23B	ENSG00000119318	mash	0.008141	1
RAD23B	ENSG00000119318	type_2_diabetes	0.002220	1
RAD50	ENSG00000113522	type_2_diabetes	0.001480	1
RAD51	ENSG00000051180	obesity	0.013891	4
RAD51	ENSG00000051180	type_2_diabetes	0.005180	1
RAD51AP1	ENSG00000111247	nafld	0.013506	2
RAD51AP1	ENSG00000111247	obesity	0.005180	1
RAD51AP1	ENSG00000111247	type_2_diabetes	0.004440	1
RAD51AP2	ENSG00000214842	type_2_diabetes	0.005180	1
RAD51B	ENSG00000182185	obesity	0.008737	3
RAD51B	ENSG00000182185	type_2_diabetes	0.004625	2
RAD51C	ENSG00000108384	obesity	0.030875	2
RAD51C	ENSG00000108384	type_2_diabetes	0.028919	1
RAD52	ENSG00000002016	obesity	0.100043	4
RAD54B	ENSG00000197275	obesity	0.209521	1
RAD9B	ENSG00000151164	obesity	0.071507	1
RADIL	ENSG00000157927	obesity	0.007400	1
RAE1	ENSG00000101146	obesity	0.003700	1
RAE1	ENSG00000101146	type_2_diabetes	0.001480	1
RAF1	ENSG00000132155	mash	0.002590	2
RAF1	ENSG00000132155	nafld	0.009693	4
RAF1	ENSG00000132155	obesity	0.043194	8
RAF1	ENSG00000132155	type_2_diabetes	0.009379	12
RAG1	ENSG00000166349	mash	0.002590	2
RAG1	ENSG00000166349	nafld	0.013321	1
RAG1	ENSG00000166349	obesity	0.031312	18
RAG1	ENSG00000166349	type_2_diabetes	0.004070	2
RAG2	ENSG00000175097	mash	0.004255	2
RAG2	ENSG00000175097	nafld	0.003700	1
RAG2	ENSG00000175097	obesity	0.008383	9
RAG2	ENSG00000175097	type_2_diabetes	0.003700	1
RAI1	ENSG00000108557	obesity	0.208470	56
RAI1	ENSG00000108557	type_2_diabetes	0.354211	9
RALA	ENSG00000006451	obesity	0.055687	11
RALA	ENSG00000006451	type_2_diabetes	0.002220	1
RALB	ENSG00000144118	obesity	0.002960	1
RALBP1	ENSG00000017797	mash	0.077565	9
RALBP1	ENSG00000017797	nafld	0.044692	10
RALBP1	ENSG00000017797	obesity	0.022736	15
RALBP1	ENSG00000017797	type_2_diabetes	0.009487	4
RALGAPA1	ENSG00000174373	obesity	0.058272	11
RALGAPA1	ENSG00000174373	type_2_diabetes	0.001480	1
RALGAPB	ENSG00000170471	obesity	0.002220	1
RALGDS	ENSG00000160271	mash	0.011101	1
RALGDS	ENSG00000160271	obesity	0.001850	2
RALGPS2	ENSG00000116191	obesity	0.245011	1
RALGPS2	ENSG00000116191	type_2_diabetes	0.002590	2
RALY	ENSG00000125970	mash	0.007400	1
RALY	ENSG00000125970	obesity	0.331434	6
RALY	ENSG00000125970	type_2_diabetes	0.449289	13
RALYL	ENSG00000184672	obesity	0.001480	1
RALYL	ENSG00000184672	type_2_diabetes	0.243386	1
RAMAC	ENSG00000169612	obesity	0.023308	4
RAMP1	ENSG00000132329	obesity	0.118560	13
RAMP1	ENSG00000132329	type_2_diabetes	0.339758	7
RAMP2	ENSG00000131477	obesity	0.113638	10
RAMP2	ENSG00000131477	type_2_diabetes	0.347674	11
RAMP3	ENSG00000122679	nafld	0.006660	1
RAMP3	ENSG00000122679	obesity	0.115719	11
RAMP3	ENSG00000122679	type_2_diabetes	0.356801	11
RAN	ENSG00000132341	nafld	0.001480	1
RAN	ENSG00000132341	obesity	0.002220	1
RAN	ENSG00000132341	type_2_diabetes	0.042553	2
RANBP17	ENSG00000204764	obesity	0.128385	1
RANBP2	ENSG00000153201	mash	0.002960	1
RANBP3L	ENSG00000164188	type_2_diabetes	0.222108	2
RANBP9	ENSG00000010017	obesity	0.032074	4
RANGAP1	ENSG00000100401	nafld	0.004625	2
RANGAP1	ENSG00000100401	obesity	0.113045	1
RANGAP1	ENSG00000100401	type_2_diabetes	0.001850	2
RAP1A	ENSG00000116473	mash	0.020951	7
RAP1A	ENSG00000116473	nafld	0.012015	16
RAP1A	ENSG00000116473	obesity	0.046126	34
RAP1A	ENSG00000116473	type_2_diabetes	0.014183	22
RAP1B	ENSG00000127314	obesity	0.012026	2
RAP1GAP	ENSG00000076864	nafld	0.001480	1
RAP1GAP	ENSG00000076864	obesity	0.004790	3
RAP1GAP	ENSG00000076864	type_2_diabetes	0.431568	7
RAP1GAP2	ENSG00000132359	obesity	0.002940	3
RAP1GDS1	ENSG00000138698	obesity	0.002220	1
RAP2A	ENSG00000125249	mash	0.002960	1
RAP2A	ENSG00000125249	nafld	0.001480	1
RAP2A	ENSG00000125249	obesity	0.014040	3
RAP2A	ENSG00000125249	type_2_diabetes	0.032192	2
RAP2B	ENSG00000181467	type_2_diabetes	0.044451	7
RAPGEF1	ENSG00000107263	mash	0.006270	3
RAPGEF1	ENSG00000107263	nafld	0.002960	1
RAPGEF1	ENSG00000107263	obesity	0.004440	1
RAPGEF1	ENSG00000107263	type_2_diabetes	0.020962	8
RAPGEF2	ENSG00000109756	obesity	0.003700	1
RAPGEF3	ENSG00000079337	mash	0.001480	1
RAPGEF3	ENSG00000079337	nafld	0.011101	1
RAPGEF3	ENSG00000079337	obesity	0.060436	38
RAPGEF3	ENSG00000079337	type_2_diabetes	0.039506	10
RAPGEF4	ENSG00000091428	obesity	0.014312	8
RAPGEF4	ENSG00000091428	type_2_diabetes	0.009417	11
RAPGEF5	ENSG00000136237	type_2_diabetes	0.002775	2
RAPGEF6	ENSG00000158987	obesity	0.007400	1
RAPSN	ENSG00000165917	nafld	0.003587	4
RAPSN	ENSG00000165917	obesity	0.025783	13
RAPSN	ENSG00000165917	type_2_diabetes	0.061229	27
RARA	ENSG00000131759	mash	0.047780	8
RARA	ENSG00000131759	nafld	0.025156	12
RARA	ENSG00000131759	obesity	0.014973	23
RARA	ENSG00000131759	type_2_diabetes	0.022882	7
RARB	ENSG00000077092	nafld	0.004687	3
RARB	ENSG00000077092	obesity	0.393624	23
RARB	ENSG00000077092	type_2_diabetes	0.293149	11
RARG	ENSG00000172819	mash	0.007400	1
RARG	ENSG00000172819	nafld	0.003700	1
RARG	ENSG00000172819	obesity	0.001480	1
RARRES1	ENSG00000118849	obesity	0.005365	2
RARRES2	ENSG00000106538	mash	0.049273	36
RARRES2	ENSG00000106538	nafld	0.059616	88
RARRES2	ENSG00000106538	obesity	0.089741	478
RARRES2	ENSG00000106538	type_2_diabetes	0.112542	190
RARS1	ENSG00000113643	mash	0.011471	2
RARS1	ENSG00000113643	nafld	0.007030	2
RARS1	ENSG00000113643	obesity	0.002015	3
RARS1	ENSG00000113643	type_2_diabetes	0.007030	2
RASA1	ENSG00000145715	mash	0.002220	1
RASA1	ENSG00000145715	nafld	0.004440	1
RASA1	ENSG00000145715	obesity	0.009447	9
RASA1	ENSG00000145715	type_2_diabetes	0.239358	6
RASA2	ENSG00000155903	obesity	0.422623	9
RASA2	ENSG00000155903	type_2_diabetes	0.122203	5
RASA4	ENSG00000105808	type_2_diabetes	0.039451	6
RASA4B	ENSG00000170667	type_2_diabetes	0.019462	1
RASAL1	ENSG00000111344	type_2_diabetes	0.022927	1
RASAL2	ENSG00000075391	nafld	0.022201	1
RASAL2	ENSG00000075391	obesity	0.041305	5
RASAL2	ENSG00000075391	type_2_diabetes	0.002220	1
RASD1	ENSG00000108551	mash	0.011101	1
RASD1	ENSG00000108551	nafld	0.040703	1
RASD1	ENSG00000108551	obesity	0.014973	5
RASD1	ENSG00000108551	type_2_diabetes	0.002220	1
RASD2	ENSG00000100302	nafld	0.001480	1
RASD2	ENSG00000100302	obesity	0.001480	1
RASEF	ENSG00000165105	mash	0.023353	3
RASEF	ENSG00000165105	nafld	0.038444	13
RASEF	ENSG00000165105	obesity	0.005622	4
RASEF	ENSG00000165105	type_2_diabetes	0.288924	6
RASGEF1B	ENSG00000138670	nafld	0.010361	1
RASGEF1B	ENSG00000138670	obesity	0.001480	1
RASGEF1B	ENSG00000138670	type_2_diabetes	0.008881	1
RASGRF1	ENSG00000058335	obesity	0.330673	4
RASGRF1	ENSG00000058335	type_2_diabetes	0.039909	5
RASGRF2	ENSG00000113319	nafld	0.007400	1
RASGRP1	ENSG00000172575	type_2_diabetes	0.553238	54
RASGRP3	ENSG00000152689	type_2_diabetes	0.006290	2
RASGRP4	ENSG00000171777	type_2_diabetes	0.066789	2
RASIP1	ENSG00000105538	type_2_diabetes	0.008326	2
RASL10A	ENSG00000100276	type_2_diabetes	0.009621	1
RASL11A	ENSG00000122035	obesity	0.112618	1
RASSF1	ENSG00000068028	mash	0.019241	1
RASSF10	ENSG00000189431	obesity	0.029741	1
RASSF2	ENSG00000101265	obesity	0.001480	1
RASSF4	ENSG00000107551	nafld	0.005920	1
RASSF5	ENSG00000266094	mash	0.002220	1
RASSF5	ENSG00000266094	nafld	0.006660	1
RASSF5	ENSG00000266094	obesity	0.003700	1
RASSF5	ENSG00000266094	type_2_diabetes	0.031441	2
RASSF6	ENSG00000169435	obesity	0.002960	1
RASSF7	ENSG00000099849	type_2_diabetes	0.007400	1
RASSF9	ENSG00000198774	mash	0.003700	1
RAVER1	ENSG00000161847	nafld	0.001850	2
RAVER1	ENSG00000161847	obesity	0.003197	1
RAVER1	ENSG00000161847	type_2_diabetes	0.004605	3
RAX	ENSG00000134438	obesity	0.024383	5
RAX	ENSG00000134438	type_2_diabetes	0.030970	9
RAX2	ENSG00000173976	obesity	0.004440	1
RB1	ENSG00000139687	mash	0.007400	1
RB1	ENSG00000139687	nafld	0.005920	2
RB1	ENSG00000139687	obesity	0.063412	56
RB1	ENSG00000139687	type_2_diabetes	0.077307	14
RB1CC1	ENSG00000023287	mash	0.015666	6
RB1CC1	ENSG00000023287	nafld	0.008827	5
RB1CC1	ENSG00000023287	obesity	0.003865	3
RB1CC1	ENSG00000023287	type_2_diabetes	0.004697	4
RBBP4	ENSG00000162521	nafld	0.014801	1
RBBP4	ENSG00000162521	obesity	0.001480	1
RBBP4	ENSG00000162521	type_2_diabetes	0.003700	1
RBBP5	ENSG00000117222	nafld	0.003700	1
RBBP5	ENSG00000117222	type_2_diabetes	0.073123	4
RBBP7	ENSG00000102054	obesity	0.003700	1
RBBP8	ENSG00000101773	type_2_diabetes	0.001480	1
RBCK1	ENSG00000125826	mash	0.003700	1
RBFOX1	ENSG00000078328	obesity	0.427804	17
RBFOX1	ENSG00000078328	type_2_diabetes	0.336547	4
RBFOX2	ENSG00000100320	obesity	0.021646	2
RBFOX2	ENSG00000100320	type_2_diabetes	0.073635	2
RBFOX3	ENSG00000167281	mash	0.012026	2
RBFOX3	ENSG00000167281	obesity	0.004327	4
RBFOX3	ENSG00000167281	type_2_diabetes	0.029062	10
RBKS	ENSG00000171174	mash	0.003700	1
RBKS	ENSG00000171174	nafld	0.014061	2
RBKS	ENSG00000171174	obesity	0.008326	2
RBL1	ENSG00000080839	obesity	0.005345	3
RBL2	ENSG00000103479	nafld	0.013321	1
RBL2	ENSG00000103479	obesity	0.015071	11
RBL2	ENSG00000103479	type_2_diabetes	0.286942	4
RBM11	ENSG00000185272	obesity	0.001480	1
RBM12	ENSG00000244462	type_2_diabetes	0.004070	2
RBM14	ENSG00000239306	type_2_diabetes	0.002220	1
